,FIPS,County,State,HWBI_Score,C2N_Bio_Score,CF_AP_Score,Economic_Capital_Investment_Score,Economic_Consumption_Score,Economic_Employment_Score,Economic_Finance_Score,Economic_Innovation_Score,Economic_Production_Score,Economic_Re_Distribution_Score,Ecosystem_Air_Quality_Score,Ecosystem_Food__Fiber_and_Fuel_Provisioning_Score,Ecosystem_Greenspace_Score,Ecosystem_Water_Quality_Score,Ecosystem_Water_Quantity_Score,EDU_BE_Score,EDU_PA_Score,EDU_SED_Score,HEA_HC_Score,HEA_LEM_Score,HEA_LB_Score,HEA_PWB_Score,HEA_PMHC_Score,Domain_Score_x,LTM_AP_Score,LTM_TS_Score,LTM_WAA_Score,LST_BN_Score,LST_INC_Score,LST_WEA_Score,LST_WRK_Score,SAS_ACTS_Score,SAS_PERS_Score,SAS_RISK_Score,Domain_Score_y,SC_ATC_Score,SC_DME_Score,SC_FAM_Score,SC_SENG_Score,SC_SSUP_Score
12,05023,Cleburne,Arkansas,51.120895,90.0,39.04713171,58.8922285499999,52.42899097,58.83560036,46.07704326,31.51740389,49.8166695299999,38.7628045499999,90.0,43.3813964699999,47.25480274,69.4769198,47.7513508999999,35.54461252,26.98110562,43.7719004,75.0008839,48.81922526,57.78941401,59.12544918,61.75098426,53.3957450028935,52.20110853,49.54547023,58.44065626,56.5845358,48.83538689,35.77199124,48.37454622,71.08510346,72.5,49.63295857,37.9912729461823,53.48067788,43.61464751,34.59478352,30.20947545,28.05678037
13,01109,Pike,Alabama,48.633973,84.78135263,40.5288677,58.89794855,51.69512572,54.23306764,44.34111816,43.09654726,50.98179185,46.8580044699999,90.0,44.45585717,41.8629147999999,67.367119,45.8778168999999,24.96665645,26.63779581,40.8763347,65.0842866,41.7277804,61.24243464,64.2838715,52.09986627,54.8183650893465,53.09599795,51.49599982,59.8630975,56.7244387,41.16926612,40.58685299,51.65687668,67.09877126,47.14285714,44.40960027,37.6919870526707,51.57030215,43.54682051,33.82243623,29.74319201,29.77718436
14,16003,Adams,Idaho,47.448592,90.0,18.16139454,58.96647017,52.01457861,53.56227545,44.302536,46.4596739699999,48.90803661,53.43536847,90.0,39.11688702,46.3995871699999,60.9743579,53.98961236,33.82455547,39.94016346,43.83528029,51.89821033,51.82733432,57.66729177,77.07675771,64.5038258,55.7809298862738,54.78652128,50.99358074,61.56268764,53.77111804,48.86313557,36.24744808,51.01549157,48.93628683,90.0,45.65187439,40.6113510338716,51.47946179,47.17269234,34.58305247,45.09475092,24.72679764
15,25005,Bristol,Massachusetts,51.49515,53.24627158,54.41478523,59.043179,51.64498023,58.10598281,50.46311036,44.78105525,48.63166771,45.1613553299999,35.8922389499999,39.4178813899999,45.46071057,21.6394840299999,52.9837031799999,41.74181163,34.76945649,43.05477584,57.33025765,60.66505571,60.08113445,60.22457789,62.91987555,53.7871701244619,59.01209217,39.82864599,62.52077221,55.48829043,62.56138357,55.10354623,44.10615944,68.44349037,58.0,51.86509311,40.9330930600315,43.56430055,44.7925519,41.76550712,31.51154763,43.03155809
16,42107,Schuylkill,Pennsylvania,54.601009,34.7207638,58.6450537,59.0750281099999,52.1306796699999,54.9153588499999,47.77952228,48.69240735,45.1931102599999,40.7809810899999,90.0,38.6343521499999,47.82847056,76.13006842,57.0415259999999,67.15124993,51.85550269,59.01436807,58.23082233,50.00566565,55.7283564,63.75681756,66.947568,56.4426712161636,53.98829296,56.70902348,58.6306972,68.4931995,59.68131844,39.43670536,61.66830239,75.19999865,70.21201413,45.96045884,53.752490093622,55.66323244,49.35856801,54.76197252,40.16295703,68.81572047
17,38103,Wells,North Dakota,53.909475,27.77207488,73.66167276,59.7655111199999,53.38131913,62.14199158,45.9181242399999,45.63123066,47.57300077,53.5835797599999,90.0,39.8049457099999,53.59461795,60.59263021,45.7485800899999,72.74888247,64.73658473,56.16351628,68.75998888,50.35406629,59.12203637,51.77845252,46.23654135,48.2257822976439,47.71091364,46.67560708,50.29082617,54.25057684,57.98581904,42.77480378,59.64290504,64.41953147,65.0,44.25831623,65.2621389720033,78.78580866,58.47134407,52.40027687,76.10585066,60.54741461
18,37045,Cleveland,North Carolina,51.864343,47.3043937,55.1281393,58.9673844399999,51.73727721,51.60719394,44.2097051499999,39.71203504,48.76579711,51.72510555,75.2909190799999,34.6386819,36.43959258,23.49318861,64.6092654699999,46.72328057,41.99974125,49.44337435,69.42359715,45.77960344,53.74966639,62.32981491,58.2990358,59.9290127017758,60.09734629,57.35519322,62.3344986,62.55367687,56.98168376,36.03089883,48.24295617,60.77967768,45.33980583,50.18069089,47.3101948099327,57.14484531,46.64817191,48.10462312,35.43679221,49.2165415
19,05059,Hot Spring,Arkansas,51.51047,34.7207638,58.18913171,58.8167604499999,51.6064867199999,56.35460898,41.2951066199999,44.56997898,51.0042196599999,44.7992662899999,90.0,47.86100572,43.19443039,85.39912936,39.4192928399999,65.17670641,46.16662007,60.56199178,57.54438978,50.93533656,55.21926591,59.55018506,59.88836554,50.9934793283718,52.90470717,46.81872939,53.25700143,64.06889051,56.4961106,38.0867829,46.91934512,63.68402671,50.60606061,48.46825188,53.1739222288436,57.3874421,51.949665,54.0141074,43.39670264,59.12169401
20,24021,Frederick,Maryland,58.343431,57.36498253,55.58602173,58.6898409499999,51.33403082,65.8641041799999,42.78988839,46.25354429,47.8214093699999,43.27963228,26.06599958,39.0918183599999,44.3093712399999,16.7961935199999,45.1430466799999,63.84300519,56.81896081,59.88880569,57.35539138,59.48927804,62.47767085,67.19767233,68.40345718,55.1333467713809,62.76105137,44.87262815,57.76636079,59.00771678,75.64546405,62.73164356,46.12185465,65.7354634,73.21678322,66.30990263,48.3679029135588,52.85524098,45.97741402,51.3587406,40.50055714,51.14756184
21,17169,Schuyler,Illinois,54.019344,27.77207488,62.9890146,59.2821779,52.8314743999999,63.83758231,48.2318691099999,54.2444931799999,49.72266943,48.97636741,90.0,39.1527445999999,43.0853115299999,70.1491117,51.99009832,72.03773316,48.91647569,70.05978564,58.95838159,48.81100931,62.04422937,47.63475563,66.43502561,47.9246332533695,54.02808883,41.89586026,47.84995067,69.31678977,59.96269074,36.46062226,60.26157172,62.39643612,84.73684211,43.04404673,66.797376985863,70.17958519,56.09260339,61.45669229,82.13440905,64.12359501
